User Review,Star Rating,Date
Outlook is out email server and if I have full integration it makes my emails sooooo slow that I have to wait to start typing an emails o that HubSpot can catch up. I've looked through the resources and apparently it's a new mac thing which seems a but outdated from such a powerful global crm.,1 of 5,Jul 29 2021

Terrible support and unable to use the plugin in Mac........................,1 of 5,Jul 28 2021

Die Zuverlässigkeit ist sehr gut. Es fehlen noch einige Funktionen. Z.B. dass ich auch den Posteingang per Klick protokollieren kann und nicht dafür die forward Adresse eingeben muss. Dass die kürzlichen Aktivitäten und die fälligen Aufgaben sich nicht zur passenden Email Adresse synchronisieren. Sprich ich rufe eine Email auf und sehe die passenden Aktivitäten und Aufgaben.,3 of 5,Jul 27 2021

IMPORTANT Features for us. please improve and at least spend few hours to help us the first time clients to get familiar with your Sales CRM tool if not what is the use of having all the features which we don't understand and use in other hand Zoom info kind of tools provide supporting dedicated support for first 4 to 8 weeks.,1 of 5,Jul 27 2021

Outlook works fine HubSpot integration is fine. Have not experienced any significant issues.,4 of 5,Jul 27 2021

.............................................................................................,3 of 5,Jul 27 2021

The tool is simple to use however it does not allow for linking emails to the customer profile in HubSpot unless a copy is sent to the client. Ideally we would like to be able to also link internal conversations to company/deal profiles as needed.,4 of 5,Jul 27 2021

Still getting used to putting all my info and contacts in to properly use the CRM,4 of 5,Jul 27 2021

Outlook is great but the HubSpot plug in is slowing it down a lot. This is a problem!,2 of 5,Jul 27 2021

Not really impressive kind of hard to use sometimes. I think Outlook should change MacOS and make it much easier to use,1 of 5,Jul 27 2021

Fast and intuitive the user doesn't need to remember to send emails because the communication channel is inside of the ticket.,5 of 5,Jul 26 2021

Es demasiado complicado esta integración y no es nada amigable como si lo es con gmail,1 of 5,Jul 26 2021

Au vu de ma configuration il m'est impossible d'utiliser l'extension HubSpot.,1 of 5,Jul 26 2021

Outlook and HubSpot works really well and I'm using OWA for Outlook. The ease of clicking exactly what you need captured with HubSpot integration is fantastic and works perfectly each time,5 of 5,Jul 26 2021

Me permite hacer muchas cosas con los emails. Me ha ahorrado mucho tiempo en tareas con los emails. HubSpot para Outlook me permite hacer cosas que no puedo sólo con Outlook pero es frustrante que me pida los datos de acceso cada vez que reinicio el pc aunque marque la casilla de mantenerme conectado. ¿Es un fallo de la app?,5 of 5,Jul 26 2021

It works well so far similar to Dynamics and I am sure other CRM programs.,4 of 5,Jul 26 2021

Most of the issues I have are with the current version of Outlook for Mac. This is really not an issue with HubSpot per se. However the HubSpot integration with Outlook is spotty with performance degradation as the host Outlook application and the HubSpot plug-in try to connect to their respective servers.,2 of 5,Jul 22 2021

Es una herramienta muy útil para nosotros porque brinda la opción de poder acceder al correo vía web desde cualquier lugar,5 of 5,Jul 22 2021

This plugin works great I really have no complaints. I would have given it a perfect rating if it wasn't for this: My suggestion: When using 2 different email addresses on outlook - the HubSpot app tracks all mails sent from both accounts because I can only sign in to one account at a time. It would be wonderful if we were able to sign into multiple accounts simultaneously. Also - if it were able to only track the emails from one of the accounts instead of all accounts on outlook. I hope this makes sense. Other than that - what an amazing tool well done guys! I love it and will recommend it to anyone who asks. I also create wordpress sites for clients and this is my go-to plugin for CRM.,4 of 5,Jul 20 2021

Pretty good but there are some shortcomings. Like why you force me to write 75 words.,4 of 5,Jul 20 2021

HubSpot requires meeting location integration and meeting acceptance details,3 of 5,Jul 20 2021

Very well. It serves its purpose and collaborates well across Microsoft programs.,4 of 5,Jul 19 2021

We aren't a sales call center or so. Many of the emails are of a general nature or involve in-depth solutions for a particular case. There are emails worth saving and those that aren't. When someone I email 10 times a day are all put into the CRM it makes finding the conversation or information like finding a needle in a haystack. I wanted to upgrade 4 users but lacking the freedome for email control busts the need.,1 of 5,Jul 17 2021

Not having the ability to automatically create video/audio calls with teams causes me a lot of duplicated work; I have to create another event organically in Teams and send to team/cohort members. With Calendly I'm able to use the scheduling feature that includes Microsoft Teams. I will continue to use Calendly,2 of 5,Jul 16 2021

This is the biggest source of complaint from my HubSpot users. The integration is incredibly buggy and inconsistent. Furthermore HubSpot staff cannot resolve and refer us over to our email provider which is just a fob off as they can't help,1 of 5,Jul 15 2021

Great - terrific - excellent - happy - simple - easy - fun - crazy - abe -,5 of 5,Jul 13 2021

The issue I have is that the clunky implementation of the login into hubstpot from the outlook login I have had to log in multiple times. As this cnanot be performed with a password manager the process is annoying and clunky. Log in should be persisten. Login should also be linked to Outlook profiles and even better to the account email is sent from becuse if I mix my emails between different accounts and for different purposes I do not want to have to remember to either swith tracking on or off.,3 of 5,Jul 13 2021

My outlook integration is not working and support has been communicating with me for weeks. I receive no emails into HubSpot and it is very frustrating,1 of 5,Jul 12 2021

Outlook is ok but the integration with HubSpot needs to be upgraded in such a way that whenever you hover on one new contact outlook should show and record contact into your contact list and relate it with the email . When you search outlook you should find all pipelines companies and names in HubSpot directly from outlook page and on the right side of the page i want to see the HubSpot information about the company and contacts on the side .,3 of 5,Jul 12 2021

I love using outlook but HubSpot doesn't sync with Outlook 365 through Godaddy which is dissappointing. I would like everything to be in one place but HubSpot isn't as simple to use for email replys and it's difficult to find the forwarding BCC email address in order to add an email to a contact,1 of 5,Jul 12 2021

the tracking doesnt always work properly and it registers a message as "opened" when you open your own message,5 of 5,Jul 12 2021

Automates process and saves valuable time. Data is immediately updated to HubSpot where it is available and accessible within the team.,5 of 5,Jul 10 2021

Me ayuda a darle continuidad a los correos enviados de esta manera existe un control de la parte de nosotros,4 of 5,Jul 9 2021

I appreciate the "add contact" feature within the new email window. I also appreciate that the email is automatically synced to the contact's record in HubSpot when you send an email. However an additional button to "sync" or "archive" an email you receive from a contact would be immensely helpful in tracking all communications (not just those you send out). Other CRMS have a similar functionality like SugarCRM "archive to sugar" where you select an email click archive and then Sugar attempts to identify the contact or business record associated by the email address. You can confirm (check or uncheck records) and then click archive. The message will then be associated with that record. Hopefully this is something that can be done in the future with HubSpot as currently I have to forward emails to the HubSpot email in the bcc and then manually associate it with the contact and deassociate it with my own email address.,3 of 5,Jul 8 2021
